player_id,first_name,last_name,name,last_season,current_club_id,player_code,country_of_birth,city_of_birth,country_of_citizenship,date_of_birth,sub_position,position,foot,height_in_cm,market_value_in_eur,highest_market_value_in_eur,contract_expiration_date,agent_name,image_url,url,current_club_domestic_competition_id,current_club_name
285920,Gaston,Camara,Gaston Camara,2014,46,gaston-camara,Guinea,Kamsar,Guinea,1996-03-31,Right Winger,Attack,right,177.0,,500000.0,,,https://img.a.transfermarkt.technology/portrait/header/285920-1442932610.jpg?lm=1,https://www.transfermarkt.co.uk/gaston-camara/profil/spieler/285920,IT1,Inter Milan
286005,Julien,Ngoy,Julien Ngoy,2023,10484,julien-ngoy,Belgium,Antwerpen,Belgium,1997-11-02,Centre-Forward,Attack,right,185.0,700000.0,1000000.0,2024-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/286005-1695906473.png?lm=1,https://www.transfermarkt.co.uk/julien-ngoy/profil/spieler/286005,TR1,Kasimpasa
286384,Eric,Bailly,Eric Bailly,2023,114,eric-bailly,Cote d'Ivoire,Bingerville,Cote d'Ivoire,1994-04-12,Centre-Back,Defender,right,187.0,4000000.0,35000000.0,2024-06-30 00:00:00,Rafaela Pimenta,https://img.a.transfermarkt.technology/portrait/header/286384-1696075364.png?lm=1,https://www.transfermarkt.co.uk/eric-bailly/profil/spieler/286384,TR1,Besiktas JK
286596,Emir,Karic,Emir Karic,2023,105,emir-karic,Austria,Linz,Austria,1997-06-09,Left-Back,Defender,left,184.0,700000.0,700000.0,2024-06-30 00:00:00,BALLWERK Sports GmbH,https://img.a.transfermarkt.technology/portrait/header/286596-1657111830.jpg?lm=1,https://www.transfermarkt.co.uk/emir-karic/profil/spieler/286596,L1,SV Darmstadt 98
286841,Ramón,Folch,Ramón Folch,2020,1531,ramon-folch,Spain,Reus,Spain,1989-10-04,Central Midfield,Midfield,right,183.0,100000.0,800000.0,2023-06-30 00:00:00,Wasserman,https://img.a.transfermarkt.technology/portrait/header/286841-1601023405.jpg?lm=1,https://www.transfermarkt.co.uk/ramon-folch/profil/spieler/286841,ES1,Elche CF
287240,Nico,Fernández,Nico Fernández,2016,6676,nico-fernandez,Argentina,Buenos Aires,Argentina,1986-11-17,Attacking Midfield,Midfield,left,171.0,100000.0,500000.0,,,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/nico-fernandez/profil/spieler/287240,GR1,Asteras Tripolis
287254,Alessandro,Comentale,Alessandro Comentale,2013,416,alessandro-comentale,Italy,Torino,Italy,1995-01-25,Defensive Midfield,Midfield,right,170.0,,75000.0,,,https://img.a.transfermarkt.technology/portrait/header/287254-1479198064.jpg?lm=1,https://www.transfermarkt.co.uk/alessandro-comentale/profil/spieler/287254,IT1,Torino FC
287726,Davide,Savi,Davide Savi,2018,862,davide-savi,Italy,Treviglio,Italy,1995-11-15,Centre-Back,Defender,left,190.0,,50000.0,,,https://img.a.transfermarkt.technology/portrait/header/287726-1416406331.jpg?lm=1,https://www.transfermarkt.co.uk/davide-savi/profil/spieler/287726,IT1,Chievo Verona
287790,Iordanis,Papargyriou,Iordanis Papargyriou,2018,3999,iordanis-papargyriou,Greece,Thessaloniki,Greece,1992-05-15,Left-Back,Defender,left,183.0,,300000.0,2023-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/iordanis-papargyriou/profil/spieler/287790,GR1,PAS Lamia 1964
287875,Luca,Fiordilino,Luca Fiordilino,2021,607,luca-fiordilino,Italy,Palermo,Italy,1996-07-25,Defensive Midfield,Midfield,right,178.0,750000.0,1500000.0,2023-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/287875-1613738770.jpg?lm=1,https://www.transfermarkt.co.uk/luca-fiordilino/profil/spieler/287875,IT1,Venezia FC
288125,Steven,Pereira,Steven Pereira,2014,1269,steven-pereira,Netherlands,Rotterdam,Cape Verde,1994-04-13,Centre-Back,Defender,right,186.0,250000.0,500000.0,2024-06-30 00:00:00,Players Trust,https://img.a.transfermarkt.technology/portrait/header/288125-1681385123.png?lm=1,https://www.transfermarkt.co.uk/steven-pereira/profil/spieler/288125,NL1,PEC Zwolle
289236,Jon,Bautista,Jon Bautista,2021,681,jon-bautista,Spain,Mahón,Spain,1995-07-03,Centre-Forward,Attack,right,180.0,1000000.0,5000000.0,2025-06-30 00:00:00,IDUB GLOBAL,https://img.a.transfermarkt.technology/portrait/header/289236-1490952281.jpg?lm=1,https://www.transfermarkt.co.uk/jon-bautista/profil/spieler/289236,ES1,Real Sociedad
289434,Cécé,Pepe,Cécé Pepe,2019,1241,cece-pepe,France,Clichy La Garenne,France,1996-11-09,Centre-Back,Defender,right,181.0,,200000.0,,Sylvani Doho,https://img.a.transfermarkt.technology/portrait/header/289434-1515158217.JPG?lm=1,https://www.transfermarkt.co.uk/cece-pepe/profil/spieler/289434,SC1,Livingston FC
289510,Samuel,Bastien,Samuel Bastien,2023,10484,samuel-bastien,Belgium,Meux,DR Congo,1996-09-26,Central Midfield,Midfield,right,175.0,1800000.0,7000000.0,2024-06-30 00:00:00,Sport Cover,https://img.a.transfermarkt.technology/portrait/header/289510-1695905277.png?lm=1,https://www.transfermarkt.co.uk/samuel-bastien/profil/spieler/289510,TR1,Kasimpasa
289814,Eros,Grezda,Eros Grezda,2018,124,eros-grezda,Yugoslavia (Republic),Gjakovë,Albania,1995-04-15,Right Winger,Attack,right,182.0,300000.0,1500000.0,2023-06-30 00:00:00,KA-Sportmanagement,https://img.a.transfermarkt.technology/portrait/header/289814-1662208510.png?lm=1,https://www.transfermarkt.co.uk/eros-grezda/profil/spieler/289814,SC1,Rangers FC
290032,Kevin,Rüegg,Kevin Rüegg,2021,276,kevin-ruegg,Switzerland,Uster,Switzerland,1998-08-05,Right-Back,Defender,right,173.0,1000000.0,6000000.0,2023-06-30 00:00:00,SBE Management AG,https://img.a.transfermarkt.technology/portrait/header/290032-1515430010.jpg?lm=1,https://www.transfermarkt.co.uk/kevin-ruegg/profil/spieler/290032,IT1,Hellas Verona
290577,Antony,Ranieri,Antony Ranieri,2015,417,antony-ranieri,France,Nizza,France,1997-06-21,Centre-Forward,Attack,right,163.0,,50000.0,,,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/antony-ranieri/profil/spieler/290577,FR1,OGC Nice
290774,Silvije,Begic,Silvije Begic,2023,11127,silvije-begic,Bosnia-Herzegovina,Posušje,Croatia,1993-06-03,Centre-Back,Defender,right,197.0,1500000.0,2500000.0,2024-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/290774-1690030546.png?lm=1,https://www.transfermarkt.co.uk/silvije-begic/profil/spieler/290774,RU1,Ural Yekaterinburg
290928,Dylan,Bahamboula,Dylan Bahamboula,2023,1241,dylan-bahamboula,France,Grigny,Congo,1995-05-22,Attacking Midfield,Midfield,right,192.0,350000.0,800000.0,2024-05-31 00:00:00,turfu zone,https://img.a.transfermarkt.technology/portrait/header/290928-1669105255.jpg?lm=1,https://www.transfermarkt.co.uk/dylan-bahamboula/profil/spieler/290928,SC1,Livingston FC
290940,Raphaël,Diarra,Raphaël Diarra,2016,162,raphael-diarra,France,Paris,France,1995-05-27,Centre-Back,Defender,right,185.0,200000.0,200000.0,,,https://img.a.transfermarkt.technology/portrait/header/290940-1448022868.jpg?lm=1,https://www.transfermarkt.co.uk/raphael-diarra/profil/spieler/290940,FR1,AS Monaco
291129,Harry,McKirdy,Harry McKirdy,2023,903,harry-mckirdy,England,London,England,1997-03-29,Right Winger,Attack,right,175.0,225000.0,225000.0,2025-05-31 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/291129-1669114899.jpg?lm=1,https://www.transfermarkt.co.uk/harry-mckirdy/profil/spieler/291129,SC1,Hibernian FC
291247,Dejan,Drazic,Dejan Drazic,2017,940,dejan-drazic,Yugoslavia (Republic),Sombor,Serbia,1995-09-26,Left Winger,Attack,right,178.0,300000.0,1000000.0,2023-06-30 00:00:00,CSGG,https://img.a.transfermarkt.technology/portrait/header/291247-1581332100.png?lm=1,https://www.transfermarkt.co.uk/dejan-drazic/profil/spieler/291247,ES1,Celta de Vigo
291276,Marcin,Listkowski,Marcin Listkowski,2023,1005,marcin-listkowski,Poland,Rypin,Poland,1998-02-10,Left Winger,Attack,both,178.0,300000.0,400000.0,2025-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/291276-1663745828.jpg?lm=1,https://www.transfermarkt.co.uk/marcin-listkowski/profil/spieler/291276,IT1,US Lecce
291314,Andrea,Zaccagno,Andrea Zaccagno,2018,416,andrea-zaccagno,Italy,Padova,Italy,1997-05-27,Goalkeeper,Goalkeeper,right,183.0,150000.0,500000.0,2023-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/291314-1663959335.jpg?lm=1,https://www.transfermarkt.co.uk/andrea-zaccagno/profil/spieler/291314,IT1,Torino FC
291352,Cammy,Ballantyne,Cammy Ballantyne,2015,1519,cammy-ballantyne,Scotland,Glasgow,Scotland,1997-04-13,Right-Back,Defender,right,175.0,,50000.0,2023-05-31 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/cammy-ballantyne/profil/spieler/291352,SC1,Dundee United FC
291392,Fabio,Della Giovanna,Fabio Della Giovanna,2018,2722,fabio-della-giovanna,Italy,Vizzolo Predabissi,Italy,1997-03-21,Centre-Back,Defender,left,182.0,100000.0,200000.0,2023-06-30 00:00:00,TMP SOCCER srl ,https://img.a.transfermarkt.technology/portrait/header/291392-1505224934.jpg?lm=1,https://www.transfermarkt.co.uk/fabio-della-giovanna/profil/spieler/291392,IT1,SPAL
291432,Mattia,Vitale,Mattia Vitale,2018,2722,mattia-vitale,Italy,Bologna,Italy,1997-10-01,Central Midfield,Midfield,left,184.0,175000.0,700000.0,,,https://img.a.transfermarkt.technology/portrait/header/291432-1666298729.jpg?lm=1,https://www.transfermarkt.co.uk/mattia-vitale/profil/spieler/291432,IT1,SPAL
291544,Jordan,Hugill,Jordan Hugill,2021,1123,jordan-hugill,England,Middlesbrough,England,1992-06-04,Centre-Forward,Attack,right,183.0,900000.0,8000000.0,2026-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/291544-1517418613.jpg?lm=1,https://www.transfermarkt.co.uk/jordan-hugill/profil/spieler/291544,GB1,Norwich City
291856,Ricardo,Bagadur,Ricardo Bagadur,2016,430,ricardo-bagadur,Croatia,Rijeka,Croatia,1995-09-16,Centre-Back,Defender,right,189.0,,350000.0,,Marjan Sisic,https://img.a.transfermarkt.technology/portrait/header/291856-1448526965.jpg?lm=1,https://www.transfermarkt.co.uk/ricardo-bagadur/profil/spieler/291856,IT1,ACF Fiorentina
291947,Karlo,Bartolec,Karlo Bartolec,2020,190,karlo-bartolec,Croatia,Zagreb,Croatia,1995-04-20,Right-Back,Defender,right,178.0,400000.0,2000000.0,2024-06-30 00:00:00,IDUB GLOBAL,https://img.a.transfermarkt.technology/portrait/header/291947-1663607520.jpg?lm=1,https://www.transfermarkt.co.uk/karlo-bartolec/profil/spieler/291947,DK1,FC Copenhagen
292203,,Jaílson,Jaílson,2019,3336,jailson,Brazil,João Pessoa,Brazil,1991-02-21,Right-Back,Defender,right,170.0,,1200000.0,,,https://img.a.transfermarkt.technology/portrait/header/292203-1569358971.jpg?lm=1,https://www.transfermarkt.co.uk/jailson/profil/spieler/292203,PO1,Desportivo Aves (- 2020)
292361,Manolis,Patralis,Manolis Patralis,2020,441,manolis-patralis,Greece,Nea Redestos,Greece,1997-02-06,Defensive Midfield,Midfield,right,174.0,200000.0,350000.0,2023-06-30 00:00:00,SG Agency,https://img.a.transfermarkt.technology/portrait/header/292361-1498055754.jpg?lm=1,https://www.transfermarkt.co.uk/manolis-patralis/profil/spieler/292361,GR1,Apollon Smyrnis
293339,Muhsin,Yildirim,Muhsin Yildirim,2014,10484,muhsin-yildirim,Turkey,Mus,Turkey,1994-04-07,Right-Back,Defender,right,170.0,,250000.0,2023-06-30 00:00:00,MEC Management,https://img.a.transfermarkt.technology/portrait/header/293339-1666888004.jpg?lm=1,https://www.transfermarkt.co.uk/muhsin-yildirim/profil/spieler/293339,TR1,Kasimpasa
293955,Yakup,Alkan,Yakup Alkan,2018,19789,yakup-alkan,Turkey,Istanbul,Turkey,1992-03-03,Centre-Forward,Attack,right,186.0,50000.0,300000.0,2023-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/293955-1580902477.jpg?lm=1,https://www.transfermarkt.co.uk/yakup-alkan/profil/spieler/293955,TR1,Yeni Malatyaspor
294525,Otabek,Shukurov,Otabek Shukurov,2023,6646,otabek-shukurov,Uzbekistan,Chirakchi,Uzbekistan,1996-06-22,Central Midfield,Midfield,right,183.0,2500000.0,4000000.0,2024-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/294525-1695219541.png?lm=1,https://www.transfermarkt.co.uk/otabek-shukurov/profil/spieler/294525,TR1,Fatih Karagümrük
295622,Keidi,Bare,Keidi Bare,2022,714,keidi-bare,Albania,Fier,Albania,1997-08-28,Central Midfield,Midfield,right,174.0,3000000.0,4000000.0,2024-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/295622-1522763225.jpg?lm=1,https://www.transfermarkt.co.uk/keidi-bare/profil/spieler/295622,ES1,RCD Espanyol Barcelona
295845,Igor,Kurylo,Igor Kurylo,2023,55686,igor-kurylo,Ukraine,"Zboriv, Ternopil Oblast",Ukraine,1993-05-03,Centre-Back,Defender,left,187.0,400000.0,400000.0,2025-06-30 00:00:00,Valiachmetov,https://img.a.transfermarkt.technology/portrait/header/295845-1657519350.png?lm=1,https://www.transfermarkt.co.uk/igor-kurylo/profil/spieler/295845,UKR1,Metalist 1925 Kharkiv
296730,Sergiy,Kolomiets,Sergiy Kolomiets,2013,4482,sergiy-kolomiets,,Lutsk,Ukraine,1995-01-29,Central Midfield,Midfield,,193.0,,,,,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/sergiy-kolomiets/profil/spieler/296730,UKR1,Volyn Lutsk
297005,Ivan,Glyvyi,Ivan Glyvyi,2013,2227,ivan-glyvyi,Ukraine,"Novomykolaivka, Kherson Oblast",Ukraine,1994-08-04,Right Winger,Attack,right,180.0,,100000.0,,,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/ivan-glyvyi/profil/spieler/297005,UKR1,SK Tavriya Simferopol ( - 2022)
297772,Arsen,Siukaev,Arsen Siukaev,2013,2439,arsen-siukaev,Russia,Vladikavkaz,Russia,1996-03-07,Goalkeeper,Goalkeeper,right,193.0,100000.0,150000.0,2023-12-31 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/297772-1567154986.png?lm=1,https://www.transfermarkt.co.uk/arsen-siukaev/profil/spieler/297772,RU1,Kuban Krasnodar (-2018)
298231,Courtney,Baker-Richardson,Courtney Baker-Richardson,2017,2288,courtney-baker-richardson,England,Coventry,England,1995-12-05,Centre-Forward,Attack,right,185.0,250000.0,350000.0,,,https://img.a.transfermarkt.technology/portrait/header/298231-1543411139.jpg?lm=1,https://www.transfermarkt.co.uk/courtney-baker-richardson/profil/spieler/298231,GB1,Swansea City
298607,Miguel,Olavide,Miguel Olavide,2016,331,miguel-olavide,Spain,Pamplona,Spain,1996-04-05,Right Winger,Attack,left,180.0,,400000.0,,Asmantra Sports,https://img.a.transfermarkt.technology/portrait/header/298607-1490624539.jpg?lm=1,https://www.transfermarkt.co.uk/miguel-olavide/profil/spieler/298607,ES1,CA Osasuna
299973,Tim,Hall,Tim Hall,2020,2424,tim-hall,Luxembourg,Esch/Alzette,Luxembourg,1997-04-15,Centre-Back,Defender,left,190.0,200000.0,300000.0,2026-06-30 00:00:00,PROhorizons Group,https://img.a.transfermarkt.technology/portrait/header/299973-1630683829.png?lm=1,https://www.transfermarkt.co.uk/tim-hall/profil/spieler/299973,PO1,Gil Vicente FC
301883,Morten,Rokkedal,Morten Rokkedal,2016,1053,morten-rokkedal,,,Denmark,1997-10-10,Centre-Back,Defender,left,185.0,,100000.0,,,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/morten-rokkedal/profil/spieler/301883,DK1,Aalborg BK
301949,Dmitriy,German,Dmitriy German,2020,41201,dmitriy-german,UdSSR,Bereza,Belarus,1988-06-12,Left Midfield,Midfield,right,178.0,50000.0,350000.0,2023-12-31 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/301949-1649437320.png?lm=1,https://www.transfermarkt.co.uk/dmitriy-german/profil/spieler/301949,RU1,PFK Tambov (-2021)
303248,Pedro,López,Pedro López,2017,150,pedro-lopez,Spain,Mérida,Spain,1995-01-21,Goalkeeper,Goalkeeper,right,189.0,150000.0,250000.0,2023-06-30 00:00:00,Emartsoccer,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/pedro-lopez/profil/spieler/303248,ES1,Real Betis Balompié
303414,Julien,Romain,Julien Romain,2016,595,julien-romain,France,Bastia,France,1996-02-23,Centre-Forward,Attack,right,181.0,,300000.0,,,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/julien-romain/profil/spieler/303414,FR1,SC Bastia
306793,Sebastian,Czajkowski,Sebastian Czajkowski,2018,19657,sebastian-czajkowski,,,Denmark,1996-09-15,Centre-Forward,Attack,,180.0,,250000.0,,,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/sebastian-czajkowski/profil/spieler/306793,DK1,Vendsyssel FF
306940,Kyriakos,Evangelidakis,Kyriakos Evangelidakis,2015,28956,kyriakos-evangelidakis,Greece,Agios Dimitrios Limnou,Greece,1994-01-02,Right-Back,Defender,right,175.0,,200000.0,,sports-deal,https://img.a.transfermarkt.technology/portrait/header/306940-1483355150.png?lm=1,https://www.transfermarkt.co.uk/kyriakos-evangelidakis/profil/spieler/306940,GR1,AEL Kalloni
307014,Kieran,Monlouis,Kieran Monlouis,2018,2999,kieran-monlouis,England,Lewisham,St. Lucia,1996-04-15,Central Midfield,Midfield,,,,50000.0,,,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/kieran-monlouis/profil/spieler/307014,SC1,Hamilton Academical FC
307053,Sergiy,Panasenko,Sergiy Panasenko,2023,61825,sergiy-panasenko,Ukraine,Dnipropetrovsk,Ukraine,1992-03-09,Central Midfield,Midfield,left,172.0,300000.0,300000.0,2024-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/307053-1616756044.png?lm=1,https://www.transfermarkt.co.uk/sergiy-panasenko/profil/spieler/307053,UKR1,FK Minaj
307300,Ko,Matsubara,Ko Matsubara,2021,475,ko-matsubara,Japan,"Hamamatsu, Shizuoka",Japan,1996-08-30,Left-Back,Defender,left,182.0,350000.0,1400000.0,2024-01-31 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/307300-1596017131.jpg?lm=1,https://www.transfermarkt.co.uk/ko-matsubara/profil/spieler/307300,BE1,Sint-Truidense VV
307306,Mario,Selmanaj,Mario Selmanaj,2013,441,mario-selmanaj,Albania,Tiranë,Albania,1994-04-08,Left Winger,Attack,right,188.0,,100000.0,,,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/mario-selmanaj/profil/spieler/307306,GR1,Apollon Smyrnis
307781,Lynden,Gooch,Lynden Gooch,2016,289,lynden-gooch,United States,"Santa Cruz, California",United States,1995-12-24,Right Winger,Attack,right,173.0,1000000.0,1000000.0,2024-06-30 00:00:00,Unique Sports Group,https://img.a.transfermarkt.technology/portrait/header/307781-1472815713.jpg?lm=1,https://www.transfermarkt.co.uk/lynden-gooch/profil/spieler/307781,GB1,Sunderland AFC
307807,Dario,Maresic,Dario Maresic,2020,1421,dario-maresic,Austria,Graz,Austria,1999-09-29,Centre-Back,Defender,both,183.0,500000.0,4000000.0,2023-06-30 00:00:00,ROGON,https://img.a.transfermarkt.technology/portrait/header/307807-1602857432.png?lm=1,https://www.transfermarkt.co.uk/dario-maresic/profil/spieler/307807,FR1,Stade Reims
308133,Ado,Onaiwu,Ado Onaiwu,2022,415,ado-onaiwu,Japan,"Kamikawa, Saitama",Japan,1995-11-08,Centre-Forward,Attack,right,180.0,1500000.0,1500000.0,2024-06-30 00:00:00,R4SE,https://img.a.transfermarkt.technology/portrait/header/308133-1548926945.jpg?lm=1,https://www.transfermarkt.co.uk/ado-onaiwu/profil/spieler/308133,FR1,FC Toulouse
308356,Michaël,Maria,Michaël Maria,2017,317,michael-maria,Netherlands,Kerkrade,Curacao,1995-01-31,Left-Back,Defender,left,176.0,200000.0,300000.0,,,https://img.a.transfermarkt.technology/portrait/header/308356-1561141595.jpg?lm=1,https://www.transfermarkt.co.uk/michael-maria/profil/spieler/308356,NL1,Twente Enschede FC
308778,Dragan,Lovric,Dragan Lovric,2022,3592,dragan-lovric,,Split,,1996-01-03,Centre-Back,Defender,right,191.0,250000.0,300000.0,,,https://img.a.transfermarkt.technology/portrait/header/308778-1639151439.png?lm=1,https://www.transfermarkt.co.uk/dragan-lovric/profil/spieler/308778,UKR1,Kryvbas Kryvyi Rig
309847,Martin,Remacle,Martin Remacle,2016,416,martin-remacle,Belgium,Verviers,Belgium,1997-05-16,Central Midfield,Midfield,right,176.0,300000.0,300000.0,2023-06-30 00:00:00,ELYX SPORTS,https://img.a.transfermarkt.technology/portrait/header/309847-1675844795.png?lm=1,https://www.transfermarkt.co.uk/martin-remacle/profil/spieler/309847,IT1,Torino FC
311044,Alfonso,Espino,Alfonso Espino,2023,367,alfonso-espino,Uruguay,San Jacinto,Uruguay,1992-01-05,Left-Back,Defender,left,172.0,3500000.0,6000000.0,2026-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/311044-1635328827.jpg?lm=1,https://www.transfermarkt.co.uk/alfonso-espino/profil/spieler/311044,ES1,Rayo Vallecano
312705,Kaan,Bulut,Kaan Bulut,2013,10484,kaan-bulut,Turkey,Istanbul,Turkey,1994-04-13,Defensive Midfield,Midfield,,,,50000.0,,,https://img.a.transfermarkt.technology/portrait/header/312705-1600365513.jpg?lm=1,https://www.transfermarkt.co.uk/kaan-bulut/profil/spieler/312705,TR1,Kasimpasa
312739,Thierry,Graça,Thierry Graça,2017,1465,thierry-graca,Cape Verde,Mindelo,Cape Verde,1995-01-27,Goalkeeper,Goalkeeper,right,190.0,,500000.0,,,https://img.a.transfermarkt.technology/portrait/header/312739-1550243590.jpg?lm=1,https://www.transfermarkt.co.uk/thierry-graca/profil/spieler/312739,PO1,GD Estoril Praia
313113,Álex,López,Álex López,2018,714,alex-lopez,Spain,Terrassa,Spain,1997-06-02,Central Midfield,Midfield,right,176.0,400000.0,500000.0,2023-06-30 00:00:00,BY AND FOR,https://img.a.transfermarkt.technology/portrait/header/313113-1554277913.jpg?lm=1,https://www.transfermarkt.co.uk/alex-lopez/profil/spieler/313113,ES1,RCD Espanyol Barcelona
313504,Marvin,Martins,Marvin Martins,2019,2477,marvin-martins,Luxembourg,Luxemburg,Luxembourg,1995-02-17,Centre-Back,Defender,right,185.0,600000.0,600000.0,2023-06-30 00:00:00,CAA Base Ltd,https://img.a.transfermarkt.technology/portrait/header/313504-1659424370.png?lm=1,https://www.transfermarkt.co.uk/marvin-martins/profil/spieler/313504,UKR1,Karpaty Lviv (-2021)
313968,,Rivaldinho,Rivaldinho,2015,2503,rivaldinho,Brazil,São Paulo,Brazil,1995-04-29,Centre-Forward,Attack,both,187.0,500000.0,1100000.0,2024-06-30 00:00:00,BS Football Business,https://img.a.transfermarkt.technology/portrait/header/313968-1676966117.png?lm=1,https://www.transfermarkt.co.uk/rivaldinho/profil/spieler/313968,PO1,Boavista FC
314886,Tiago,Dias,Tiago Dias,2023,3268,tiago-dias,Portugal,Lisboa,Portugal,1998-05-04,Left-Back,Defender,left,175.0,325000.0,325000.0,2025-06-30 00:00:00,UJ Football Talent,https://img.a.transfermarkt.technology/portrait/header/314886-1537884653.jpg?lm=1,https://www.transfermarkt.co.uk/tiago-dias/profil/spieler/314886,PO1,Casa Pia AC
315212,Yigithan,Güveli,Yigithan Güveli,2019,19789,yigithan-guveli,Turkey,Kocaeli,Turkey,1998-05-16,Centre-Back,Defender,right,195.0,125000.0,300000.0,,,https://img.a.transfermarkt.technology/portrait/header/315212-1582463186.jpeg?lm=1,https://www.transfermarkt.co.uk/yigithan-guveli/profil/spieler/315212,TR1,Yeni Malatyaspor
315930,Maxime,Do Couto,Maxime Do Couto,2020,23611,maxime-do-couto,France,Neuilly-sur-Seine,France,1996-12-13,Left Winger,Attack,right,173.0,600000.0,1000000.0,2023-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/315930-1571375220.png?lm=1,https://www.transfermarkt.co.uk/maxime-do-couto/profil/spieler/315930,UKR1,Olimpik Donetsk
316445,Matej,Rodin,Matej Rodin,2022,2861,matej-rodin,Croatia,Split,Croatia,1996-02-13,Centre-Back,Defender,right,194.0,850000.0,1200000.0,2026-06-30 00:00:00,ProStar,https://img.a.transfermarkt.technology/portrait/header/316445-1669048463.png?lm=1,https://www.transfermarkt.co.uk/matej-rodin/profil/spieler/316445,BE1,KV Oostende
317482,Marko,Rog,Marko Rog,2023,1390,marko-rog,Croatia,Varaždin,Croatia,1995-07-19,Central Midfield,Midfield,right,180.0,1700000.0,15000000.0,2026-06-30 00:00:00,LIAN Sports Group,https://img.a.transfermarkt.technology/portrait/header/317482-1596004707.jpg?lm=1,https://www.transfermarkt.co.uk/marko-rog/profil/spieler/317482,IT1,Cagliari Calcio
318529,Guevin,Tormin,Guevin Tormin,2018,520,guevin-tormin,France,Asnières-sur-Seine,France,1997-10-28,Right Winger,Attack,both,174.0,150000.0,1000000.0,,MY ELEVEN CONSULTING,https://img.a.transfermarkt.technology/portrait/header/318529-1620902720.jpg?lm=1,https://www.transfermarkt.co.uk/guevin-tormin/profil/spieler/318529,BE1,Cercle Brugge
318715,Chris,Duggan,Chris Duggan,2015,2760,chris-duggan,Australia,Perth,Scotland,1994-01-30,Centre-Forward,Attack,,185.0,,25000.0,2023-09-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/chris-duggan/profil/spieler/318715,SC1,Partick Thistle FC
319131,Miguel,Muñoz,Miguel Muñoz,2015,3709,miguel-munoz,Spain,Madrid,Spain,1995-01-26,Right-Back,Defender,,179.0,,100000.0,,,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/miguel-munoz/profil/spieler/319131,ES1,Getafe CF
319177,Stefano,Greco,Stefano Greco,2018,12,stefano-greco,Italy,Galatina,Italy,1999-02-21,Goalkeeper,Goalkeeper,right,,200000.0,300000.0,2023-06-30 00:00:00,Coletta Fabio,https://img.a.transfermarkt.technology/portrait/header/319177-1638530781.jpg?lm=1,https://www.transfermarkt.co.uk/stefano-greco/profil/spieler/319177,IT1,AS Roma
319399,Manolis,Roussakis,Manolis Roussakis,2014,653,manolis-roussakis,Greece,Heraklion,Greece,1996-02-15,Centre-Back,Defender,right,190.0,,300000.0,2023-06-30 00:00:00,MGC Sports Ltd,https://img.a.transfermarkt.technology/portrait/header/319399-1613457671.png?lm=1,https://www.transfermarkt.co.uk/manolis-roussakis/profil/spieler/319399,GR1,OFI Crete FC
